# Stores all sprites used for Samus in the game
# 
# --> Total ammount of data: 31,664 bytes or ~31 KiB + 2 bytes (half word alignment)
#
#
# Facing Right:												# Facing Left:
# 01. Samus_Right_Idle - 20 x 64 --- 1280 bytes 			# 10. Samus_Left_Idle: - 20 x 64 --- 1280 bytes	
# 02. Samus_Right_Idle_Up - 20 x 76 --- 1520 bytes			# 11. Samus_Left_Idle_Up - 20 x 76 --- 1520 bytes
# 03. Samus_Righ - 20 x 96 --- 1920 bytes 					# 12. Samus_Left - 28 x 96 --- 2688 bytes
# 04. Samus_Righ_Attack - 28 x 96 --- 2688 bytes 			# 13. Samus_Left_Attack - 28 x 96 --- 2688 bytes
# 05. Samus_Right_Up - 20 x 114 --- 2280 bytes				# 14. Samus_Left_Up - 20 x 114 --- 2280 bytes
# 06. Samus_Right_Up_Attack - 20 x 114 --- 2280 bytes		# 15. Samus_Left_Up_Attack - 20 x 114 --- 2280 bytes
# 07. Samus_Right_Jump - 24 x 64 --- 1536 bytes 			# 16. Samus_Left_Jump - 24 x 64 --- 1536 bytes
# 08. Samus_Right_Jump_Up - 20 x 64 --- 1280 bytes			# 17. Samus_Left_Jump_Up - 24 x 64 --- 1536 bytes
# 09. Samus_Right_Jump_Spin - 24 x 96 --- 2304 bytes		# 18. Samus_Left_Jump_Spin - 24 x 96 --- 2304 bytes
#
# Direction Defines Sprite Rotation:
# 19. Morph_Ball - 16 x 64 --- 1024 bytes
#
######################################################################################################################

.half 0 # aligning to half

# 01. Samus_Right_Idle: Status 0 - Normal, 1 - Shooting
Samus_Right_Idle: # 20 x 64, Height per sprite: 32
# 1280 bytes -- 1.25 KiB 
.byte 199,199,199,199,199,199,199,14,14,14,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,14,14,14,14,14,14,14,199,199,199,199,199,199,199,199,
199,199,199,199,14,103,14,14,14,14,14,14,14,199,199,199,199,199,199,199,
199,199,199,14,103,14,14,14,32,14,14,32,103,199,199,199,199,199,199,199,
199,199,199,14,14,14,14,14,14,32,14,199,32,103,199,199,199,199,199,199,
199,199,199,14,14,14,14,14,32,14,14,199,32,32,199,199,199,199,199,199,
199,199,199,199,14,103,103,103,103,199,14,14,199,32,199,199,199,199,199,199,
199,199,199,199,103,103,103,103,32,103,199,14,14,14,199,199,199,199,199,199,
199,199,199,103,103,103,103,32,103,32,103,14,103,103,103,32,32,103,32,199,
199,199,199,103,103,103,32,103,103,103,103,103,103,103,103,32,32,32,32,32,
199,199,199,103,103,103,199,103,103,103,14,14,103,103,32,32,32,32,32,32,
199,199,199,103,103,103,103,32,14,103,103,14,14,199,32,32,32,103,32,199,
199,199,199,199,103,103,103,32,14,14,14,199,199,199,199,199,199,199,199,199,
199,199,199,199,103,103,103,103,14,14,103,14,14,14,199,199,199,199,199,199,
199,199,199,199,199,103,103,103,32,32,103,103,14,14,14,199,199,199,199,199,
199,199,199,199,199,103,103,103,103,199,199,14,14,199,14,199,199,199,199,199,
199,199,199,199,103,103,103,103,103,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,103,103,103,103,103,103,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,103,103,103,103,103,103,103,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,103,103,103,103,103,103,103,199,199,199,199,199,199,199,199,
199,199,199,199,199,103,103,103,199,103,103,103,199,199,199,199,199,199,199,199,
