# Stores matrixes related to the maps (Each byte represents a tile, see more on tile.data)
# 
# --> Total ammount of data: 4.800 bytes or ~4.6 KiB

##################   IMPORTANT INFO   ##################
# Due to memory limitations (160 KiB on data segment), #
#  map matrixes are limited to the size of 255 x 255,  # 
# (even though no matrix here even reaches this size)  #
#       so that we can use bytes to store X and Y      #
# 	      positions related to matrixes.               #
########################################################

Map1: # 60 x 15 (Horizontal Map) -- 900 bytes
.byte 1,60,15 # Map type (1 - Horizontal Camera Movement, Width, Height)
.byte 5,5,11,5,5,5,11,5,5,7,5,5,5,5,14,5,7,5,6,6,6,6,5,6,6,7,5,5,5,5,14,5,7,7,5,5,5,5,14,5,7,7,5,5,5,5,14,5,7,7,5,5,5,5,6,6,5,6,9,9,
12,5,7,5,12,5,7,5,12,5,14,13,14,0,0,5,5,5,5,7,7,5,5,7,5,5,14,13,14,0,0,5,5,5,14,13,14,0,0,5,5,5,14,13,14,0,0,5,5,5,14,13,14,0,7,5,5,7,7,5,
5,12,5,5,5,12,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,
5,5,11,5,5,5,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
5,5,7,5,12,5,11,5,5,0,0,0,0,0,0,0,0,0,0,5,11,5,5,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
12,12,5,5,5,5,7,5,12,0,0,0,0,0,0,0,0,0,0,5,7,5,12,0,0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,
5,5,5,7,5,12,5,5,5,0,0,0,0,0,0,0,0,0,0,12,5,11,5,5,0,0,0,0,0,0,7,5,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,
5,5,11,5,5,5,5,7,5,0,0,0,0,0,0,0,0,0,0,5,5,7,5,12,0,0,0,0,0,0,5,12,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,
12,5,7,5,12,5,11,5,5,0,0,0,0,0,0,0,0,0,0,0,12,5,11,5,5,0,0,0,0,0,12,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,5,9,9,
5,12,5,5,5,5,7,5,12,0,0,0,0,0,0,255,0,0,0,0,5,5,7,5,12,0,0,0,0,0,5,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
5,5,5,7,5,12,5,5,5,0,0,0,0,0,0,18,0,0,0,0,0,12,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,
5,5,11,5,5,5,5,7,5,0,0,0,10,0,0,18,0,0,10,0,0,5,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
12,5,7,5,12,5,11,5,5,0,0,0,18,18,0,20,0,18,18,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
5,12,5,5,5,5,7,5,12,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,
5,5,5,7,5,12,5,5,5,5,5,7,7,5,5,7,5,5,5,7,7,5,5,7,5,5,5,7,7,5,5,7,5,5,5,7,7,5,5,7,5,5,7,5,5,5,7,7,5,5,7,5,5,5,7,7,5,5,7,5,

Map2: # 20 x 45 (Vertical Map) -- 900 bytes 
.byte 2,20,45 # Map type (2 - Vertical Camera Movement, Widht, Height)
.byte 9,7,5,5,5,5,14,5,7,7,5,5,7,7,5,5,5,5,9,9,
7,5,14,13,14,0,0,5,5,5,14,5,5,5,14,13,14,0,7,5,
5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,
4,42,0,0,5,7,1,1,1,1,7,1,1,1,1,5,0,0,48,4,
4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,
8,8,8,8,1,1,1,1,1,5,5,7,5,1,1,1,5,11,5,5,
8,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,12,
7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,5,
9,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,
7,5,0,0,0,0,5,11,11,11,11,11,11,5,0,0,0,0,7,5,
5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,
7,5,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,
12,12,0,0,0,0,0,5,11,5,0,0,0,0,0,0,0,0,12,12,
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
9,9,0,0,0,0,0,0,0,0,0,0,0,5,11,11,5,0,9,9,
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
5,12,0,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,5,12,
12,12,0,0,0,0,0,0,0,0,5,11,11,11,5,0,0,0,12,12,
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,
7,5,0,0,0,0,5,11,11,5,0,0,0,0,0,0,0,0,7,5,
5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,5,12,
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
9,9,5,11,11,5,0,0,0,0,0,0,0,0,0,0,0,0,9,9,
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
5,12,0,0,0,0,0,0,0,0,5,11,11,11,5,0,0,0,5,12,
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
9,9,0,0,0,0,5,11,5,0,0,0,0,0,0,0,0,0,9,9,
4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,
4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,9,9,
5,5,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,
5,12,0,0,0,0,0,5,11,11,5,0,0,0,0,0,0,0,5,5,
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,
5,11,5,5,5,11,5,5,5,11,5,5,5,11,5,5,5,5,5,5,

Map3: # 60 x 15 (Horizontal Map) -- 900 bytes
.byte 1,60,15 # Map type (1 - Horizontal Camera Movement, Widht, Height)
.byte 9,9,7,5,5,7,7,5,5,5,5,14,7,5,5,5,5,14,5,7,7,5,5,5,5,7,5,7,5,6,6,6,8,8,8,8,8,8,8,8,7,5,5,5,7,5,5,5,5,14,5,5,6,6,6,6,5,6,9,9,
