Zoomer_Damage_Right: .word 16, 32
.byte 199,199,199,199,199,199,199,245,95,199,199,199,40,40,199,199,
199,199,199,199,199,199,199,199,95,95,199,40,199,199,199,199,
199,199,199,245,95,95,199,199,245,95,245,95,95,199,199,199,
199,199,199,199,245,95,95,95,95,95,199,199,95,40,40,199,
199,199,199,199,199,245,95,95,95,199,199,199,95,199,199,40,
199,199,199,199,199,199,95,95,199,199,245,245,199,199,245,199,
199,199,199,199,245,95,95,95,199,95,199,245,199,199,199,245,
199,199,245,95,95,95,95,95,199,95,95,199,95,199,199,199,
199,199,199,199,245,95,95,95,199,95,95,199,40,40,199,199,
199,199,199,199,199,199,95,95,199,95,199,245,199,199,199,245,
199,199,199,199,199,245,95,95,199,199,245,245,199,199,245,199,
199,199,199,199,245,95,95,95,95,199,199,199,95,199,199,199,
199,199,199,245,95,95,199,95,95,95,199,199,95,40,199,199,
199,199,199,199,199,199,199,199,95,95,95,95,95,199,40,199,
199,199,199,199,199,199,199,245,95,95,199,40,199,199,40,199,
199,199,199,199,199,199,245,95,199,199,40,199,199,199,199,199,
199,199,199,199,199,199,245,95,199,199,40,199,199,199,199,199,
199,199,199,199,199,199,199,245,95,95,199,40,199,199,40,199,
199,199,199,199,199,199,199,199,95,95,95,95,95,199,40,199,
199,199,199,245,95,95,199,95,95,95,199,199,95,40,199,199,
199,199,199,199,245,95,95,95,95,199,199,199,95,199,199,199,
199,199,199,199,199,245,95,95,199,199,245,245,199,199,245,199,
199,199,199,199,199,199,95,95,199,95,199,245,199,199,199,245,
199,199,199,199,245,95,95,95,199,95,95,199,40,40,199,199,
199,199,245,95,95,95,95,95,199,95,95,199,95,199,199,199,
199,199,199,199,245,95,95,95,199,95,199,245,199,199,199,245,
199,199,199,199,199,199,95,95,199,199,245,245,199,199,245,199,
199,199,199,199,199,245,95,95,95,199,199,199,95,199,199,40,
199,199,199,199,245,95,95,95,95,95,199,199,95,40,40,199,
199,199,199,245,95,95,199,199,245,95,245,95,95,199,199,199,
199,199,199,199,199,199,199,199,95,95,199,40,199,199,199,199,
199,199,199,199,199,199,199,245,95,199,199,199,40,40,199,199,


