ripper_variant: .word 16, 32
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,70,183,183,183,70,199,199,199,199,199,
199,199,199,199,70,70,183,70,70,70,70,70,199,199,199,199,
199,199,199,199,199,70,234,70,70,70,70,199,183,183,199,199,
199,199,70,183,199,199,70,234,70,70,199,70,70,70,183,199,
70,183,199,70,234,199,199,70,70,199,199,70,199,199,70,234,
199,70,234,199,70,199,199,199,70,199,199,199,183,183,199,70,
199,199,199,70,199,199,70,199,70,199,70,199,199,199,234,199,
199,199,70,199,199,70,199,199,199,199,70,70,70,70,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,70,183,183,183,70,199,199,199,199,199,199,
199,199,199,199,70,70,70,70,70,183,70,70,199,199,199,199,
199,199,183,183,199,70,70,70,70,234,70,199,199,199,199,199,
199,183,70,70,70,199,70,70,234,70,199,199,183,70,199,199,
234,70,199,199,70,199,199,70,70,199,199,234,70,199,183,70,
70,199,183,183,199,199,199,70,199,199,199,70,199,234,70,199,
199,234,199,199,199,70,199,70,199,70,199,199,70,199,199,199,
199,199,70,70,70,70,199,199,199,199,70,199,199,70,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


